气[氣]	qi4	1A0AENG ◼ gas, air, steam ◼ weather ◼ breath ◼ smell, odour ◼ vital energy, qi ◼ insult, annoy, enrage ◼ angry, annoyedGER ◼ Gas, Luft ◼ Atemzug ◼ Wetter ◼ Geruch ◼ wütend, verärgert ◼ QiRAD ◼ KangXi 84: steamOPP ◼ 液 [yè] ◼ 固 [gù]INFORMATION1A0PVARIANTS: 氣 (trad) · 気 (Japan)CHARACTER1A0PSTROKES: (4)񃕝 񃕞 񃕟 񃕠COMPONENTS: ◼ 气 [qì]: sound/form/meaning: cloud, air◼ 米 [mǐ]: meaning: riceMNEMONICS: ◼ a man blowing air from his mouth, the spirit is floating over the water like steamMEANING AS COMPONENT: ◼ air ◼ gas (as opposed to a liquid or solid)ORIGINS: The ancient character for a cloud is 气. Originally, 氣 used sound loan from 气, while its meaning of giving or serving food was connected to the other compound 米 [mǐ]. Later, the character 氣 was replaced by 餼 [xì], and 气 was replaced by 氣. In Simplified Chinese, the ancient form of 气 is still used to represent 氣.ANCIENT FORM: AA10񃕛OCCURRENCES1A0PWORDS: 不客气 [bùkèqì] · 天气 [tiānqì] A0PAA00https://zi.tools/zi/气https://zi.tools/zi/氣
人	ren2	1A0AENG ◼ person, human being ◼ people, mankind ◼ everybody ◼ someone else, other people ◼ adult ◼ person of certain character/integrityGER ◼ MenschRAD ◼ KangXi 9: manINFORMATION1A0PVARIANTS: 亻 · 𠂉 · 𠂊 · 儿DISTINGUISH FROM: 入 [rù] · 八 [bā]CHARACTER1A0PSTROKES: (2)񄵓 񄵔MNEMONICS: ◼ person standing wide leggedMEANING AS COMPONENT: ◼ human attributes ◼ actions done by peopleORIGINS: The ancient Chinese character  for 人 resembles a human standing with his hands hanging down on his side.ANCIENT FORM: AA10񁤸 A0PAA00https://zi.tools/zi/人
日	ri4	1A0AENG ◼ sun, solar ◼ day, daytime ◼ ervery day, daily ◼ Japan ◼ seasonGER ◼ Sonne ◼ Tag ◼ JapanRAD ◼ KangXi 72: sunOPP ◼ 夜 [yè]INFORMATION1A0PDISTINGUISH FROM: 曰 [yuē] · 白 [bái] · 臼 [jiù]DICTIONARY ENTRIES: ＿年＿月＿日CHARACTER1A0PSTROKES: (4)񃘽 񃘾 񃘿 񃙀MNEMONICS: ◼ The sun tells what time of day it is. Japan is the land of the rising sun.MEANING AS COMPONENT: ◼ heat ◼ light ◼ (period of) timeORIGINS: 日 depicts the sun. The character was originally a circle, but because it's not easy to inscribe on oracle bones, the character may have been changed to a square shape. The dot in 日 is to avoid confusion with 囗.ANCIENT FORM: AA10񃘻OCCURRENCES1A0PRELATIVES: 明 [míng] · 的 [de] · 时 [shí]WORDS: 生日 [shēngri] A0PAA00https://zi.tools/zi/日
肉	rou4	1A0AENG ◼ meat, flesh ◼ pulp (of a fruit) ◼ carnalGER ◼ FleischRAD ◼ KangXi 130: meatINFORMATION1A0PVARIANTS: 񰀷 · 宍 (old)DISTINGUISH FROM: 月 [yuè]CHARACTER1A0PSTROKES: (6)񂴸 񂴹 񂴺 񂴻 񂴼 񂴽MNEMONICS: ◼ Flesh cut into pieces. After eating the meat, only the (wishing) bones remainMEANING AS COMPONENT: ◼ meat, fleshy things ◼ parts of the bodyORIGINS: 肉 is a picture of a piece of meat. The original meaning of the character is the meat of birds and other animals. When it appears as a component on the left-hand side of a character, it is written 񰀷 (looks identical to 月).ANCIENT FORM: AA10񁪂OCCURRENCES1A0PRELATIVES: 腐 [fǔ]WORDS: 牛肉 [niúròu] A0PAA00https://zi.tools/zi/肉
入	ru4	1A0AENG ◼ go into, enter ◼ join ◼ conform to, agree withGER ◼ hinein, hereinRAD ◼ KangXi 11: enterOPP ◼ 出 [chū]INFORMATION1A0PDISTINGUISH FROM: 八 [bā] · 人 [rén]CHARACTER1A0PSTROKES: (2)񂌯 񂌰MNEMONICS: ◼ A small wedge used to hold a door open by lodging it between the door and the floor ◼ The open door of a tentMEANING AS COMPONENT: ◼ enterORIGINS: 入 depicts a wedge, indicating the original meaning "to enter".ANCIENT FORM: AA10񂌭OCCURRENCES1A0PRELATIVES: 內 [nèi] A0PAA00https://zi.tools/zi/入
山	shan1	1A0AENG ◼ mountain, hill, peak ◼ anything resembling a mountainGER ◼ BergRAD ◼ KangXi 46: mountainINFORMATION1A0PDISTINGUISH FROM: 屮 [chè]CHARACTER1A0PSTROKES: (3)񳩰 񳩱 񳩲MNEMONICS: ◼ a mountain with three peaksMEANING AS COMPONENT: ◼ landscape features ◼ mountain characteristics (rocks, heights)ORIGINS: 山 depicts a mountain.ANCIENT FORM: AA10񳩮 A0PAA00https://zi.tools/zi/山
生	sheng1	1A0AENG ◼ birth, be born ◼ life, live, alive ◼ give, create ◼ grow ◼ raw, uncooked ◼ student, pupilGER ◼ geboren werden, gebären ◼ lebenRAD ◼ KangXi radical 100: lifeOPP ◼ 熟 [shú] ◼ 死 [sǐ]INFORMATION1A0PDISTINGUISH FROM: 王 [wáng]CHARACTER1A0PSTROKES: (5)񴦴 񴦵 񴦶 񴦷 񴦸MNEMONICS: ◼ Trimming a tree with (five) branches to make to grow new buds of lifeMEANING AS COMPONENT: ◼ grow ◼ emergeORIGINS: 生 depicts a plant 屮 sprouting from the ground, hence the  original meaning "to grow, to emerge".  The ground was originally as depicted as a horizontal line 一, and later changed to 土 (after a decorative stroke was added).ANCIENT FORM: AA10񴦲 A0PAA00https://zi.tools/生
食	shi2	1A0AENG ◼ eat ◼ food ◼ animal feed ◼ eclipseGER ◼ essen, speisenRAD ◼ KangXi 184: eatINFORMATION1A0PVARIANTS: 饣/ 飠CHARACTER1A0PSTROKES: (9)COMPONENTS: ◼ 亽 [jí]: form: (upsidedown) mouth 亼 [jí]◼ 艮 [gěn]: empty: 艮 replaced 皀 [bī] showing a grain basketMNEMONICS: ◼ a good 良 restaurant has a peaked roof 񃹡 (the lower two strokes are chopsticks)MEANING AS COMPONENT: ◼ eat ◼ foodORIGINS: 食 depicts a mouth 亼 [jí] over a bamboo basket used to hold grain - originally 皀 [bī], now replaced by 艮 [gěn] - indicating the original meaning "to eat".ANCIENT FORM: AA10񃹞 A0PAA00https://zi.tools/zi/食
水	shui3	1A0AENG ◼ water ◼ body of water (river, lake, etc.) ◼ liquid ◼ floodGER ◼ Wasser ◼ Gewässer ◼ FlüssigkeitMW ◼ washings, rinsings (of a garment)RAD ◼ KangXi 85: waterOPP ◼ 冰 [bīng] ◼ 水蒸汽 [shuǐzhēngqì]INFORMATION1A0PVARIANTS: 氵 · 氺CHARACTER1A0PSTROKES: (4)񄪱 񄪲 񄪳 񄪴MNEMONICS: ◼ kneeling by a stream of waterMEANING AS COMPONENT: ◼ liquid ◼ actions involving liquids (like pouring, flowing, swimming, etc)ORIGINS: 水 depicts flowing water. As a component, it is more often written 氵or  氺.ANCIENT FORM: AA10񁠨OCCURRENCES1A0PRELATIVES: 冰 [bīng] A0PAA00https://zi.tools/zi/水
巳	si4	1A0AENG ◼ 6th earthly branch: 9-11 a.m. ◼ 4th solar month (5th May-5th June) ◼ year of the SnakeGER ◼ 6. der 12 Erdenzweige (Erdstämme) ◼ 9 bis 11 Uhr vormittags ◼ 6. Tier im chin. Tierkreis - Schlange, Jahr der SchlangeRAD ◼ KangXi 49: selfINFORMATION1A0PVARIANTS: 己 · 已CHARACTER1A0PSTROKES: (3)񲿓 񲿔 񲿕MNEMONICS: ◼ a sankeORIGINS: 巳 depicts a snake-like reptile.  It was borrowed very early via sound loan as one of the Earthly Branches.ANCIENT FORM: AA10񱭆OCCURRENCES1A0PRELATIVES: 包 [bāo] A0PAA00https://zi.tools/zi/巳
冂	tang2	1A0ARAD ◼ KangXi 13: wideINFORMATION1A0PDISTINGUISH FROM: 冂 [jiōng]CHARACTER1A0PSTROKES: (2)񃙸 񃙹MEANING AS COMPONENT: ◼ hall (of a building)ORIGINS: 冂 depicts the hall of a building. It is the original form of 堂 [táng].  The character shares the same form as KangXi radical 冂 [jiōng].ANCIENT FORM: AA10񃙶OCCURRENCES1A0PRELATIVES: 内 [nèi] A0PAA00https://zi.tools/zi/冂
田	tian2	1A0AENG ◼ field, arable land ◼ farmGER ◼ Reisfeld, Feld, Acker(land)RAD ◼ KangXi 102: fieldINFORMATION1A0PDISTINGUISH FROM: 毌 [guàn]CHARACTER1A0PSTROKES: (5)񄻀 񄻁 񄻂 񄻃 񄻄MNEMONICS: ◼ a rice paddy,  the field is equally into four partsMEANING AS COMPONENT: ◼ field ◼ farm(land)ORIGINS: 田 depicts a field with crisscrossed footpaths.ANCIENT FORM: AA10񄺾OCCURRENCES1A0PRELATIVES: 佃 [diàn] · 男 [nán] · 电 [diàn] · 里 [lǐ] A0PAA00https://zi.tools/zi/田
亠	tou2	1A0ARAD ◼ KangXi 8: lid, head ◼ 点横 [diǎnhéng]INFORMATION1A0PDISTINGUISH FROM: 冖 [mì] · 宀 [mián] · 乛 [zhé]CHARACTER1A0PSTROKES: (2)` 亠 A0PAA00https://zi.tools/zi/亠
王	wang2	1A0AENG ◼ king, ruler, monarch, emperor, royal ◼ prince, highest rank of nobility ◼ strongest, most powerful, bestGER ◼ KönigRAD ◼ KangXi 96: jadeINFORMATION1A0PDISTINGUISH FROM: 玉CHARACTER1A0PSTROKES: (4)񰤜 񰤝 񰤞 񰤟MNEMONICS: ◼ a king with his crown, sitting on a throneORIGINS: 王 depicts a blade, a symbol of power and authority, hence the original meaning of the highest ruler.ANCIENT FORM: AA10񰤚 A0PAA00https://zi.tools/zi/王
囗	wei2	1A0ARAD ◼ KangXi 31: enclosureINFORMATION1A0PDISTINGUISH FROM: 口 [kǒu]CHARACTER1A0PSTROKES: (3)񄮷 񄮸 񄮹MNEMONICS: ◼ The circle/box represents a wall surrounding something, for example, a houseMEANING AS COMPONENT: ◼ surround (now written 圍 [wéi]) ◼ containORIGINS: 囗 depicts the borders of a city.ANCIENT FORM: AA10񄮵OCCURRENCES1A0PRELATIVES: 国 [guó] A0PAA00https://zi.tools/zi/囗
文	wen2	1A0AENG ◼ writing, script, article ◼ language ◼ literature, culture, education ◼ gentle, refined, civili, formal ◼ tatoo, coverGER ◼ Schrift ◼ Sprache ◼ Lehre, Kultur, LiteraturMW ◼ (old) for coins, copper cashRAD ◼ KangXi 67: scriptOPP ◼ 武 [wǔ]INFORMATION1A0PDISTINGUISH FROM: 攵 [pū] · 又 [yòu]CHARACTER1A0PSTROKES: (4)񂺱 񂺲 񂺳 񂺴MNEMONICS: ◼ A desk with ink on it for writing and studying. Signs of culture are writing and literatureMEANING AS COMPONENT: ◼ linear markings ◼ writingORIGINS: 文 depicts a human body with linear, tattoo-like markings on it. The word was originally used to refer to the tattoos painted on a body. Later, it referred to symbols in general and was extended to also mean writing.ANCIENT FORM: AA10񂺯OCCURRENCES1A0PRELATIVES: 斈 [xué]WORDS: 中文 [zhōngwén] A0PAA00https://zi.tools/zi/文
夕	xi1	1A0AENG ◼ evening, dusk, sunset ◼ night ◼ slanted, obliqueGER ◼ Abend, Sonnenuntergang, Vorabend ◼ NachtRAD ◼ KangXi 36: eveningINFORMATION1A0PDISTINGUISH FROM: 歹 [dǎi]CHARACTER1A0PSTROKES: (3)񁵿 񁶀 񁶁MNEMONICS: ◼ depicts the slanted moon, representing eveningMEANING AS COMPONENT: ◼ nocturnal things (evening, night, dreams, etc)ORIGINS: 夕 depicts the moon at the time of its rising. The original meaning is when the moon rises at sunset in the evening. The characters 月 [yuè] and 夕 were originally both in the form of a moon, with or without a point in the middle. Later on, a point in the moon shape was used to differentiate between moon (月 with point) and eve (夕 without point).ANCIENT FORM: AA10񁵽OCCURRENCES1A0PRELATIVES: 岁 [suì] · 名 [míng] A0PAA00https://zi.tools/zi/夕
小	xiao3	1A0AENG ◼ small, tiny, petty ◼ few ◼ minor ◼ youngest, young ◼ humble, insignificantGER ◼ klein, jungRAD ◼ KangXi 42: smallOPP ◼ 大 [dà] ◼ 老 [lǎo]INFORMATION1A0PVARIANTS: ⺌CHARACTER1A0PSTROKES: (3)񂗤 񂗥 񂗦MNEMONICS: ◼ split 八 and make it smallMEANING AS COMPONENT: ◼ smallORIGINS: 小 uses three small strokes to represent small pieces, which some people believe represented sand grains.ANCIENT FORM: AA10񂗢OCCURRENCES1A0PRELATIVES: 少 [shǎo] A0PAA00https://zi.tools/zi/小
心	xin1	1A0AENG ◼ heart ◼ mind, soul, intelligence ◼ feeling, emotion ◼ intention, idea ◼ centre, coreGER ◼ Herz ◼ Sinn ◼ Gefühl ◼ ZentrumRAD ◼ KangXi 61: heartINFORMATION1A0PVARIANTS: 忄 · 񁢉 · 㣺CHARACTER1A0PSTROKES: (4)񄧧 񄧨 񄧩 񄧪MNEMONICS: ◼ The human torso is where the heart is. What touches the heart influences mind and soulMEANING AS COMPONENT: ◼ thought ◼ feeling ◼ emotionORIGINS: 心 is a picture of a heart. The ancients believed that emotions are born in the heart and that the human mind is also dominated by the heart. When it appears as a component on the left side of a character, it is written 忄. On the bottom, it is sometimes written 񁢉.ANCIENT FORM: AA10񂣮OCCURRENCES1A0PRELATIVES: 想 [xiǎng] A0PAA00https://zi.tools/zi/心
言	yan2	1A0AENG ◼ words ◼ speech ◼ say, talkGER ◼ sprechen, sagen ◼ WortRAD ◼ KangXi 149: speechINFORMATION1A0PVARIANTS: 讠/訁CHARACTER1A0PSTROKES: (7)񂒨 񂒩 񂒪 񂒫 񂒭 񂒮 񂒯COMPONENTS: ◼ 񂒦: empty: resemble tongue, spit◼ 口 [kǒu]: form: mouthORIGINS: 言 was originally 舌 [shé] (tongue) with an added mark, possibly indicating movement of the tongue. Its original meaning is "spoken language".ANCIENT FORM: AA10񂒥OCCURRENCES1A0PRELATIVES: 信 [xìn] A0PAA00https://zi.tools/zi/言
广	yan3	1A0ARAD ◼ KangXi 53: dotted cliff, house on a cliffINFORMATION1A0PVARIANTS: 宀DISTINGUISH FROM: 广/廣 [guǎng]CHARACTER1A0PSTROKES: (3)񁉮 񁉯 񁉰MNEMONICS: ◼ house on a hill with a wide/broad view of numerous thingsMEANING AS COMPONENT: ◼ (simple) buildings ◼ placesORIGINS: 广 is a picture of a building or a hut. It is a simpler housing than 宀, probably because it is missing a fourth wall (on the right side). In Simplified Chinese, 广  replaces 廣 [guǎng] by omitting 黃 [huáng].OCCURRENCES1A0PRELATIVES: 廣 [guǎng] · 店 [diàn] · 床 [chuáng] A0PAA00https://zi.tools/zi/广
一	yi1	1A0AENG ◼ one, unit ◼ 1 ◼ single, uniform ◼ a, an (article) ◼ once, as soon as ◼ entire, whole, all ◼ throughout ◼ pr. yāo for greater clarity when spelling out numbers digit by digit.GER ◼ eins ◼ sobaldRAD ◼ KangXi 1: oneINFORMATION1A0PVARIANTS: 弌/壹 (financial)DICTIONARY ENTRIES: 一二三四五六七八九十CHARACTER1A0PSTROKES: (1)񃧃MNEMONICS: ◼ one thingMEANING AS COMPONENT: ◼ one ◼ used as form (i.e. horizont)ORIGINS: 一 depicts the original meaning "one" via a single horizontal line.ANCIENT FORM: AA10񃧁 A0PAA00https://zi.tools/zi/一
乙	yi3	1A0AENG ◼ second of the ten Heavenly Stems (天干) ◼ second in orderGER ◼ der zweite Himmelstamm des chinesischen KalendersRAD ◼ KangXi 5: second ◼ 折 [zhé]INFORMATION1A0PVARIANTS: 乛DISTINGUISH FROM: 己 [jǐ]CHARACTER1A0PSTROKES: (1)񂡡ORIGINS: 乙 depicts a small stream of water.ANCIENT FORM: AA10񂡟 A0PAA00https://zi.tools/zi/乙
又	you4	1A0AENG ◼ again, and, also, in addition ◼ furthermore ◼ and (used in a mixed fraction such as one and three fourths)GER ◼ wieder, noch einmal ◼ dazuRAD ◼ KangXi 29: againINFORMATION1A0PDISTINGUISH FROM: 文 [wén] · 攵 [pū]DICTIONARY ENTRIES: 又＿又 · 又＿了 · 又不 · 又没 · 又是 · 又要 · 又可以 · 又能 · 又得CHARACTER1A0PSTROKES: (2)񅉻 񅉼MNEMONICS: ◼ right hand fingers were chopped off twice (again and again)MEANING AS COMPONENT: ◼ things done by man or with one's hand (similar to 手 [shǒu])ORIGINS: 又 is a picture of a right hand with three fingers. The original meaning is "right hand". Later, the character 又 was borrowed as 再 [zài] or 更 [gèng].ANCIENT FORM: AA10񅉹OCCURRENCES1A0PRELATIVES: 友 [yǒu] · 反 [fǎn] A0PAA00https://zi.tools/zi/又
玉	yu4	1A0AENG ◼ jade, precious stone, gem ◼ precious, valuable, luxurious ◼ pure; beautiful ◼ you, your (polite, courteous)GER ◼ JadeRAD ◼ KangXi 96: jadeINFORMATION1A0PVARIANTS: 𤣩DISTINGUISH FROM: 王 [wáng]CHARACTER1A0PSTROKES: (5)񅁒 񅁓 񅁔 񅁕 񅁖MNEMONICS: ◼ precious objects 丶 of a king 王MEANING AS COMPONENT: ◼ gems ◼ precious/valuable thingsORIGINS: 玉 depicts three pieces of jade strung together, hance the original meaning of jade. When it appears as a component on the left-hand side, 玉 is written as 𤣩.ANCIENT FORM: AA10񅁐 A0PAA00https://zi.tools/zi/玉
元	yuan2	1A0AENG ◼ first, primary ◼ (key) element, essential factor ◼ unit, partGER ◼ primärMW ◼ monetary unit of chinaINFORMATION1A0PVARIANTS: 圆DISTINGUISH FROM: 亓 [qí]CHARACTER1A0PSTROKES: (4)񃴽 񃴿 񃵀 񃵁COMPONENTS: ◼ 一[yī]: empty: emphasize the person's head◼ 兀 [wù]: form: a person with headMNEMONICS: ◼ the head of a person is the most essential part of the bodyORIGINS: 元 means a "pperson's head". This is indicated by drawing a person 兀 with head emphasized, and then adding a mark  一 next to the head. Today 元 is used as a shorthand (non-official) form of 圆 due to identical sound.ANCIENT FORM: AA10񳧠OCCURRENCES1A0PRELATIVES: 远/遠 [yuǎn] · 园/園 [yuán]
月	yue4	1A0AENG ◼ moon ◼ month ◼ roundGER ◼ Mond ◼ Monat ◼ rundRAD ◼ KangXi 74: moonINFORMATION1A0PDISTINGUISH FROM: 񰀷DICTIONARY ENTRIES: ＿年＿月＿日 · ＿年＿月＿号CHARACTER1A0PSTROKES: (4)񃠺 񃠻 񃠼 񃠽MNEMONICS: ◼ the moon is every month in the same positionMEANING AS COMPONENT: ◼ moon ◼ month, lunar phases ◼ friendship or romanceORIGINS: 月 depicts the (crescent) moon. Based on the lunar cycle of waxing and waning, the character 月 later came to mean the month of the year in the calendar. Originally,  月 and 夕 [xī] were indistinguishable. Later on, to seperate them into two different characters, a point in the shape of the moon was used to represent 月. The component form is identical to component-only form 񰀷 of 肉 [ròu ] (meat)ANCIENT FORM: AA10񃠸OCCURRENCES1A0PRELATIVES: 朖 · 期 · 明 · 有 · 背 · 多 A0PAA00https://zi.tools/zi/月
丶	zhu3	1A0ARAD ◼ KangXi 3: dot ◼ 点 [diǎn]CHARACTER1A0PSTROKES: (1)丶 A0PAA00https://zi.tools/zi/丶
子	zi	1A0AENG ◼ (diminutive) noun suffixRAD ◼ KangXi 39: childCHARACTER1A0PSTROKES: (3)񃥿 񃦀 񃦁MNEMONICS: ◼ a baby with wailing arms and a big head is a small thingMEANING AS COMPONENT: ◼ small thingsORIGINS: 子 depicts a child. The 子 [zǐ] character has evolved from child to a more general idea of small things that are indicated by appending a suffix like 子 [zi].OCCURRENCES1A0PWORDS: 儿子 [érzi] · 桌子  [zhuōzi] A0PAA00https://zi.tools/zi/子
子	zi3	1A0AENG ◼ son, offspring, child ◼ seed ◼ small thingGER ◼ Sohn, KindRAD ◼ KangXi 39: childINFORMATION1A0PVARIANTS: 㜽 (ancient)CHARACTER1A0PSTROKES: (3)񃥿 񃦀 񃦁MNEMONICS: ◼ A baby with wailing arms and a big headMEANING AS COMPONENT: ◼ life and a child's role in the family ◼ small thingsORIGINS: 子 depicts a child, which is the original meaning.ANCIENT FORM: AA10񃥽OCCURRENCES1A0PRELATIVES: 学 [xué] · 好 [hǎo]WORDS: 子女 [zǐnǚ] · 王子 [wángzǐ] · 子儿 [zǐr] A0PAA00https://zi.tools/子
